id,name,host_id,host_name,host_is_superhost,neighbourhood,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,latitude,longitude,calculated_host_listings_count,instant_bookable
10000362,Charming Entire home/apt in Schöneberg,20000343,Host_343,f,Schöneberg,Entire home/apt,97,2,7,4.15,87,52.488621218714556,13.352285067410302,1,t
10000363,Charming Private room in Friedrichshain,20000170,Host_170,f,Friedrichshain,Private room,58,1,25,3.94,176,52.50457538383069,13.472396332468007,1,t
10000364,Charming Entire home/apt in Steglitz,20000117,Host_117,t,Steglitz,Entire home/apt,104,1,46,4.61,141,52.43932591615472,13.323393353868978,1,t
10000365,Charming Entire home/apt in Pankow,20000373,Host_373,f,Pankow,Entire home/apt,120,1,23,3.93,344,52.5600055125076,13.397272755428842,1,f
10000366,Charming Entire home/apt in Neukölln,20000407,Host_407,f,Neukölln,Entire home/apt,80,1,9,4.14,44,52.482443434672966,13.447399623030849,1,t
10000367,Charming Entire home/apt in Lichtenberg,20000352,Host_352,f,Lichtenberg,Entire home/apt,82,3,0,,190,52.517408535821005,13.50791186401684,2,t
10000368,Charming Private room in Kreuzberg,20000154,Host_154,f,Kreuzberg,Private room,79,5,59,3.82,108,52.51631388974389,13.399168044077514,1,t
10000369,Charming Entire home/apt in Tempelhof,20000008,Host_8,f,Tempelhof,Entire home/apt,131,1,25,4.55,59,52.459871978034805,13.36545632879975,1,f
10000370,Charming Private room in Wedding,20000487,Host_487,t,Wedding,Private room,58,1,4,4.87,12,52.557028557558176,13.371019563181889,1,f
10000371,Charming Entire home/apt in Wedding,20000375,Host_375,f,Wedding,Entire home/apt,88,1,0,,317,52.54635195615505,13.353240680738876,2,f
10000372,Charming Entire home/apt in Steglitz,20000324,Host_324,f,Steglitz,Entire home/apt,94,1,10,4.15,82,52.44271812145646,13.304245322872866,3,t
10000373,Charming Private room in Wedding,20000461,Host_461,f,Wedding,Private room,52,2,14,4.35,151,52.54445018088968,13.366348185616856,1,t
10000374,Charming Private room in Kreuzberg,20000382,Host_382,f,Kreuzberg,Private room,54,7,71,4.12,213,52.49028118756576,13.390161513547202,2,t
10000375,Charming Private room in Pankow,20000385,Host_385,f,Pankow,Private room,42,1,44,4.32,229,52.55746980687926,13.414502372801334,1,t
10000376,Charming Entire home/apt in Charlottenburg,20000123,Host_123,f,Charlottenburg,Entire home/apt,128,2,55,4.88,2,52.503568030982784,13.319017676425478,1,t
10000377,Charming Private room in Mitte,20000116,Host_116,f,Mitte,Private room,70,1,2,4.18,49,52.51219044808134,13.39864336816588,1,t
10000378,Charming Entire home/apt in Tempelhof,20000387,Host_387,f,Tempelhof,Entire home/apt,86,2,6,3.98,191,52.4629142096918,13.387863402319157,1,t
10000379,Charming Entire home/apt in Prenzlauer Berg,20000392,Host_392,f,Prenzlauer Berg,Entire home/apt,131,2,53,4.02,271,52.54284826506117,13.41327326257755,2,f
10000380,Charming Entire home/apt in Wedding,20000427,Host_427,f,Wedding,Entire home/apt,99,1,0,,306,52.5622971074989,13.371941390589978,1,t
10000381,Charming Entire home/apt in Prenzlauer Berg,20000197,Host_197,f,Prenzlauer Berg,Entire home/apt,104,1,45,4.82,96,52.545488187482135,13.43189363527741,1,t
10000382,Charming Entire home/apt in Lichtenberg,20000125,Host_125,f,Lichtenberg,Entire home/apt,102,5,4,4.06,361,52.54095926618305,13.521522029383013,1,f
10000383,Charming Entire home/apt in Mitte,20000440,Host_440,f,Mitte,Entire home/apt,200,5,0,,249,52.53904433508175,13.395919106141086,1,t
10000384,Charming Private room in Wedding,20000071,Host_71,f,Wedding,Private room,50,1,69,4.09,333,52.53310502571322,13.367215799366882,2,t
10000385,Charming Entire home/apt in Kreuzberg,20000298,Host_298,f,Kreuzberg,Entire home/apt,93,1,15,4.28,211,52.485208382644636,13.394196150505762,2,f
10000386,Charming Entire home/apt in Prenzlauer Berg,20000042,Host_42,t,Prenzlauer Berg,Entire home/apt,119,3,4,4.85,56,52.530136720006944,13.405822444185063,1,f
10000387,Charming Private room in Charlottenburg,20000381,Host_381,t,Charlottenburg,Private room,67,5,6,4.94,167,52.50775275427581,13.2948761854797,1,t
10000388,Charming Entire home/apt in Lichtenberg,20000100,Host_100,f,Lichtenberg,Entire home/apt,110,7,49,4.29,95,52.53283522797899,13.510144060316387,1,t
10000389,Charming Private room in Steglitz,20000125,Host_125,f,Steglitz,Private room,36,2,3,4.22,44,52.464349755842214,13.333761979683876,1,f
10000390,Charming Entire home/apt in Steglitz,20000461,Host_461,f,Steglitz,Entire home/apt,108,2,61,4.36,293,52.465769958637225,13.328361081850653,1,f
10000391,Charming Private room in Kreuzberg,20000154,Host_154,f,Kreuzberg,Private room,84,5,34,4.69,104,52.4947959274259,13.386835327395795,1,t
10000392,Charming Private room in Wedding,20000224,Host_224,f,Wedding,Private room,37,1,7,4.06,169,52.55307604942797,13.343734431873143,1,f
10000393,Charming Entire home/apt in Lichtenberg,20000208,Host_208,f,Lichtenberg,Entire home/apt,86,1,25,4.25,88,52.52341536797641,13.51573668273632,1,t
10000394,Charming Entire home/apt in Lichtenberg,20000447,Host_447,f,Lichtenberg,Entire home/apt,81,1,5,4.13,144,52.533728093924424,13.497833742377688,1,f
10000395,Charming Entire home/apt in Pankow,20000352,Host_352,f,Pankow,Entire home/apt,144,1,47,4.4,182,52.57362917084525,13.39899791796001,1,t
10000396,Charming Entire home/apt in Friedrichshain,20000401,Host_401,f,Friedrichshain,Entire home/apt,146,1,106,4.61,46,52.51253757878052,13.462935533752633,3,t
10000397,Charming Private room in Steglitz,20000079,Host_79,f,Steglitz,Private room,45,1,114,4.29,180,52.4652390167688,13.309109421720919,1,f
10000398,Charming Private room in Mitte,20000275,Host_275,f,Mitte,Private room,96,3,148,4.67,117,52.50204063448663,13.395082365477576,1,f
10000399,Charming Entire home/apt in Neukölln,20000400,Host_400,t,Neukölln,Entire home/apt,117,2,48,4.74,147,52.475438812532396,13.433049095596695,1,f
10000400,Charming Entire home/apt in Schöneberg,20000299,Host_299,t,Schöneberg,Entire home/apt,95,2,17,4.85,107,52.4774244289018,13.350073048959587,1,f
10000401,Charming Entire home/apt in Pankow,20000044,Host_44,f,Pankow,Entire home/apt,105,1,0,,86,52.580328096387774,13.420775442487653,1,f
10000402,Charming Private room in Prenzlauer Berg,20000254,Host_254,t,Prenzlauer Berg,Private room,88,3,129,4.83,161,52.54543934099212,13.410890609136137,4,f
10000403,Charming Entire home/apt in Neukölln,20000461,Host_461,f,Neukölln,Entire home/apt,99,2,8,4.74,356,52.46534375543611,13.45038876978579,2,f
10000404,Charming Entire home/apt in Kreuzberg,20000011,Host_11,f,Kreuzberg,Entire home/apt,144,1,8,3.85,148,52.50375294321625,13.37928577284948,2,f
10000405,Charming Private room in Kreuzberg,20000106,Host_106,f,Kreuzberg,Private room,52,1,26,4.7,144,52.48773374823047,13.37835827457345,2,f
10000406,Charming Private room in Friedrichshain,20000257,Host_257,f,Friedrichshain,Private room,79,2,4,3.93,329,52.5204714167506,13.44112466968821,1,t
10000407,Charming Entire home/apt in Tempelhof,20000307,Host_307,f,Tempelhof,Entire home/apt,91,2,7,4.69,7,52.46130635898374,13.423424675527027,2,t
10000408,Charming Entire home/apt in Neukölln,20000253,Host_253,f,Neukölln,Entire home/apt,68,5,17,4.12,293,52.48853461451659,13.444258606815346,1,f
10000409,Charming Entire home/apt in Wedding,20000044,Host_44,f,Wedding,Entire home/apt,71,2,14,4.0,56,52.551482981168,13.352436685541168,1,f
10000410,Charming Entire home/apt in Steglitz,20000443,Host_443,f,Steglitz,Entire home/apt,112,1,30,3.93,225,52.45064936779362,13.31245148855692,1,t
10000411,Charming Entire home/apt in Schöneberg,20000343,Host_343,t,Schöneberg,Entire home/apt,122,1,20,4.83,245,52.493875447247696,13.347111320580172,1,t
10000412,Charming Hotel room in Steglitz,20000072,Host_72,t,Steglitz,Hotel room,168,2,25,4.71,88,52.452768430957256,13.30042650767224,1,f
10000413,Charming Entire home/apt in Wedding,20000229,Host_229,f,Wedding,Entire home/apt,103,1,23,4.8,4,52.54200619178917,13.374350547795784,1,t
10000414,Charming Private room in Wedding,20000339,Host_339,f,Wedding,Private room,51,3,26,4.75,257,52.540550113521135,13.360551373398241,1,t
10000415,Charming Entire home/apt in Schöneberg,20000474,Host_474,f,Schöneberg,Entire home/apt,147,2,80,4.49,180,52.49672195938718,13.357029536467719,1,f
10000416,Charming Private room in Pankow,20000248,Host_248,f,Pankow,Private room,42,1,8,4.57,150,52.55277981099327,13.39051323044456,1,f
10000417,Charming Entire home/apt in Schöneberg,20000237,Host_237,f,Schöneberg,Entire home/apt,138,2,29,3.82,299,52.47821653061699,13.345715713333975,1,f
10000418,Charming Entire home/apt in Tempelhof,20000496,Host_496,t,Tempelhof,Entire home/apt,138,1,95,4.9,105,52.47239584872344,13.38709702226088,1,f
10000419,Charming Private room in Friedrichshain,20000075,Host_75,f,Friedrichshain,Private room,80,30,1,4.06,260,52.502501125191415,13.462457947533865,1,t
10000420,Charming Entire home/apt in Friedrichshain,20000010,Host_10,f,Friedrichshain,Entire home/apt,135,2,66,4.61,62,52.50494146435251,13.428360354570636,1,t
10000421,Charming Entire home/apt in Tempelhof,20000462,Host_462,f,Tempelhof,Entire home/apt,132,1,11,4.21,351,52.45999205568861,13.377765374958114,1,t
10000422,Charming Entire home/apt in Wedding,20000347,Host_347,f,Wedding,Entire home/apt,69,2,10,4.83,231,52.56114494985443,13.350975213967278,1,t
10000423,Charming Entire home/apt in Kreuzberg,20000415,Host_415,f,Kreuzberg,Entire home/apt,119,2,44,4.29,194,52.510192341502844,13.392506075302117,1,t
10000424,Charming Entire home/apt in Mitte,20000242,Host_242,f,Mitte,Entire home/apt,124,1,60,4.14,144,52.526251488635104,13.410688234852502,1,f
10000425,Charming Entire home/apt in Friedrichshain,20000414,Host_414,f,Friedrichshain,Entire home/apt,102,1,14,4.83,324,52.52486376505906,13.443320401591118,1,f
10000426,Charming Entire home/apt in Charlottenburg,20000297,Host_297,t,Charlottenburg,Entire home/apt,183,2,4,4.98,77,52.499493182190754,13.28863679798425,1,t
10000427,Charming Private room in Wedding,20000265,Host_265,t,Wedding,Private room,42,1,53,4.6,333,52.549121691879,13.343380874936274,1,f
10000428,Charming Private room in Wedding,20000043,Host_43,f,Wedding,Private room,48,2,101,3.86,237,52.55074621031181,13.334992654942338,1,f
10000429,Charming Entire home/apt in Charlottenburg,20000182,Host_182,f,Charlottenburg,Entire home/apt,125,2,235,3.86,276,52.51823657223703,13.277246873898008,1,t
10000430,Charming Entire home/apt in Neukölln,20000153,Host_153,f,Neukölln,Entire home/apt,80,1,55,4.49,274,52.499234914693,13.431431488723463,4,t
10000431,Charming Entire home/apt in Lichtenberg,20000191,Host_191,f,Lichtenberg,Entire home/apt,85,2,46,4.89,245,52.529095374502404,13.506871453071438,1,f
10000432,Charming Entire home/apt in Friedrichshain,20000036,Host_36,t,Friedrichshain,Entire home/apt,141,2,25,5.0,267,52.540115395968705,13.453391740766268,1,f
10000433,Charming Private room in Mitte,20000203,Host_203,t,Mitte,Private room,79,3,7,4.9,9,52.52177379170915,13.373501901516713,1,t
10000434,Charming Entire home/apt in Neukölln,20000446,Host_446,f,Neukölln,Entire home/apt,118,1,29,4.75,309,52.485929864585145,13.434137233704918,3,f
10000435,Charming Private room in Neukölln,20000420,Host_420,t,Neukölln,Private room,39,2,27,4.81,157,52.48637160501461,13.411436079143174,3,f
10000436,Charming Entire home/apt in Prenzlauer Berg,20000409,Host_409,f,Prenzlauer Berg,Entire home/apt,161,1,1,4.22,0,52.56020851802368,13.425766605523455,1,t
10000437,Charming Entire home/apt in Prenzlauer Berg,20000106,Host_106,f,Prenzlauer Berg,Entire home/apt,152,3,18,3.8,251,52.55592297563344,13.422851013580747,1,f
10000438,Charming Private room in Neukölln,20000162,Host_162,t,Neukölln,Private room,49,1,97,4.87,50,52.49706547386288,13.421536499724995,1,t
10000439,Charming Private room in Pankow,20000176,Host_176,f,Pankow,Private room,63,1,24,3.95,3,52.55897444386236,13.416210506399585,3,t
10000440,Charming Entire home/apt in Pankow,20000324,Host_324,f,Pankow,Entire home/apt,105,1,48,3.81,261,52.56002654372495,13.422598313198826,1,t
10000441,Charming Entire home/apt in Prenzlauer Berg,20000355,Host_355,f,Prenzlauer Berg,Entire home/apt,157,3,12,4.69,226,52.54050126364632,13.420091028512836,2,f
10000442,Charming Entire home/apt in Schöneberg,20000069,Host_69,f,Schöneberg,Entire home/apt,109,2,29,3.8,4,52.49350313415003,13.387783010792488,1,f
10000443,Charming Entire home/apt in Wedding,20000117,Host_117,f,Wedding,Entire home/apt,78,1,92,3.94,19,52.54558836779996,13.386210645395648,1,t
10000444,Charming Private room in Schöneberg,20000409,Host_409,f,Schöneberg,Private room,70,3,4,4.51,348,52.476070350998484,13.355068625761437,1,f
10000445,Charming Entire home/apt in Charlottenburg,20000289,Host_289,f,Charlottenburg,Entire home/apt,140,1,27,3.95,175,52.5167667612114,13.288741012485715,10,t
10000446,Charming Private room in Kreuzberg,20000016,Host_16,t,Kreuzberg,Private room,61,5,20,4.65,147,52.52952641278463,13.369833366498796,1,t
10000447,Charming Entire home/apt in Wedding,20000314,Host_314,f,Wedding,Entire home/apt,74,7,32,4.72,153,52.5440252771238,13.353934570109649,1,f
10000448,Charming Private room in Wedding,20000064,Host_64,f,Wedding,Private room,27,2,45,4.72,222,52.54109328617488,13.345536998928651,1,t
10000449,Charming Entire home/apt in Prenzlauer Berg,20000164,Host_164,f,Prenzlauer Berg,Entire home/apt,116,3,48,4.45,190,52.54109345842456,13.437435744102814,1,f
10000450,Charming Entire home/apt in Wedding,20000492,Host_492,f,Wedding,Entire home/apt,103,2,13,4.38,48,52.54905701488622,13.350479021646,1,f
10000451,Charming Private room in Wedding,20000387,Host_387,f,Wedding,Private room,34,1,4,4.52,256,52.56134837060116,13.378981682798374,1,t
10000452,Charming Private room in Pankow,20000047,Host_47,f,Pankow,Private room,63,2,29,3.95,216,52.56885378311097,13.407762107783126,3,t
10000453,Charming Entire home/apt in Neukölln,20000117,Host_117,f,Neukölln,Entire home/apt,117,2,14,4.4,270,52.486518859718224,13.445203453126265,1,f
10000454,Charming Entire home/apt in Neukölln,20000080,Host_80,f,Neukölln,Entire home/apt,71,2,4,4.02,224,52.48674320494075,13.433098261084325,1,t
10000455,Charming Private room in Wedding,20000091,Host_91,f,Wedding,Private room,46,2,78,4.56,360,52.53378725504432,13.353947904100105,1,t
10000456,Charming Entire home/apt in Lichtenberg,20000025,Host_25,f,Lichtenberg,Entire home/apt,65,3,30,4.48,65,52.533374443743405,13.512310572209495,1,f
10000457,Charming Entire home/apt in Charlottenburg,20000002,Host_2,t,Charlottenburg,Entire home/apt,109,2,1,4.98,104,52.52227010364383,13.293540282757593,1,f
10000458,Charming Entire home/apt in Steglitz,20000331,Host_331,f,Steglitz,Entire home/apt,122,7,8,4.03,58,52.45756977541564,13.312098565537044,1,t
10000459,Charming Entire home/apt in Prenzlauer Berg,20000400,Host_400,f,Prenzlauer Berg,Entire home/apt,134,2,144,4.12,102,52.55536873290155,13.42978920676321,3,t
10000460,Charming Entire home/apt in Kreuzberg,20000455,Host_455,f,Kreuzberg,Entire home/apt,171,1,33,4.05,275,52.504137684628155,13.386513636174044,1,f
10000461,Charming Entire home/apt in Steglitz,20000028,Host_28,f,Steglitz,Entire home/apt,72,1,19,4.68,127,52.451908878672185,13.307566055518564,1,f
10000462,Charming Entire home/apt in Charlottenburg,20000109,Host_109,f,Charlottenburg,Entire home/apt,114,1,15,4.05,99,52.50725409565354,13.294995444293901,1,f
10000463,Charming Entire home/apt in Wedding,20000039,Host_39,t,Wedding,Entire home/apt,108,30,6,4.88,237,52.55982617642708,13.358341966044884,1,f
10000464,Charming Private room in Kreuzberg,20000442,Host_442,f,Kreuzberg,Private room,84,1,34,4.27,246,52.49678108081487,13.39387285955176,1,f
10000465,Charming Private room in Lichtenberg,20000106,Host_106,f,Lichtenberg,Private room,36,1,10,4.8,113,52.53362186469515,13.504779243138133,1,t
10000466,Charming Private room in Friedrichshain,20000120,Host_120,f,Friedrichshain,Private room,51,2,18,4.46,319,52.504943986243106,13.459402462759186,1,f
10000467,Charming Private room in Wedding,20000442,Host_442,f,Wedding,Private room,33,1,51,4.49,68,52.54857115880739,13.348753347335737,10,f
10000468,Charming Private room in Kreuzberg,20000032,Host_32,f,Kreuzberg,Private room,60,1,14,4.88,67,52.4957524137151,13.384318522192096,1,t
10000469,Charming Entire home/apt in Schöneberg,20000300,Host_300,t,Schöneberg,Entire home/apt,96,2,92,4.8,109,52.478713156759014,13.347717835894374,1,t
10000470,Charming Entire home/apt in Lichtenberg,20000330,Host_330,f,Lichtenberg,Entire home/apt,66,2,12,3.84,312,52.545287301086404,13.49577564724856,2,t
10000471,Charming Private room in Mitte,20000299,Host_299,f,Mitte,Private room,87,2,5,3.9,45,52.5178403947965,13.419062162387604,1,t
10000472,Charming Private room in Steglitz,20000478,Host_478,f,Steglitz,Private room,37,3,38,4.18,327,52.466750391806386,13.32588735235606,1,f
10000473,Charming Entire home/apt in Kreuzberg,20000480,Host_480,f,Kreuzberg,Entire home/apt,151,2,46,4.06,278,52.496204076753465,13.39193145227328,1,t
10000474,Charming Entire home/apt in Steglitz,20000072,Host_72,f,Steglitz,Entire home/apt,110,1,27,3.86,17,52.45910326741745,13.3108357690564,1,f
10000475,Charming Entire home/apt in Mitte,20000144,Host_144,f,Mitte,Entire home/apt,206,3,20,4.59,71,52.49982661201878,13.362515111125237,1,t
10000476,Charming Entire home/apt in Neukölln,20000446,Host_446,f,Neukölln,Entire home/apt,123,2,80,4.3,103,52.47959802020291,13.453956417428527,1,f
10000477,Charming Entire home/apt in Schöneberg,20000233,Host_233,f,Schöneberg,Entire home/apt,151,3,19,4.37,119,52.476444236321264,13.343230264182735,2,t
10000478,Charming Shared room in Kreuzberg,20000192,Host_192,f,Kreuzberg,Shared room,49,1,22,4.87,91,52.48088802834845,13.382170395065472,1,f
10000479,Charming Private room in Charlottenburg,20000333,Host_333,f,Charlottenburg,Private room,59,1,11,4.25,41,52.53051034690817,13.283107571697485,3,t
10000480,Charming Entire home/apt in Kreuzberg,20000433,Host_433,f,Kreuzberg,Entire home/apt,102,3,33,3.85,322,52.508113062442995,13.399703468854987,1,f
10000481,Charming Entire home/apt in Tempelhof,20000294,Host_294,f,Tempelhof,Entire home/apt,74,2,40,4.18,75,52.46443853165028,13.368824279171664,2,t
10000482,Charming Entire home/apt in Charlottenburg,20000302,Host_302,f,Charlottenburg,Entire home/apt,112,2,30,4.51,164,52.51661278422056,13.293031603774248,10,f
10000483,Charming Entire home/apt in Prenzlauer Berg,20000011,Host_11,t,Prenzlauer Berg,Entire home/apt,200,5,43,4.93,147,52.54192239751848,13.413386556852785,1,f
10000484,Charming Entire home/apt in Tempelhof,20000416,Host_416,f,Tempelhof,Entire home/apt,128,2,5,4.86,331,52.46786727469461,13.37147172706691,2,f
10000485,Charming Private room in Neukölln,20000359,Host_359,f,Neukölln,Private room,36,2,27,3.9,331,52.450003294772166,13.436929794219314,1,t
10000486,Charming Entire home/apt in Pankow,20000089,Host_89,t,Pankow,Entire home/apt,82,2,113,4.96,14,52.567896282277225,13.39012822532705,1,f
10000487,Charming Entire home/apt in Wedding,20000214,Host_214,f,Wedding,Entire home/apt,76,1,42,4.63,269,52.55271176806975,13.375348014600219,1,t
10000488,Charming Entire home/apt in Tempelhof,20000277,Host_277,f,Tempelhof,Entire home/apt,108,3,14,4.69,237,52.45004937115081,13.36567703746827,1,f
10000489,Charming Private room in Neukölln,20000073,Host_73,f,Neukölln,Private room,47,1,3,4.06,340,52.46594697938992,13.441279720312254,1,f
10000490,Charming Entire home/apt in Mitte,20000445,Host_445,f,Mitte,Entire home/apt,167,1,20,4.86,227,52.519481311362306,13.402955037363014,1,t
10000491,Charming Private room in Friedrichshain,20000134,Host_134,f,Friedrichshain,Private room,51,2,11,4.6,100,52.511667051136385,13.456727868754527,1,f
10000492,Charming Entire home/apt in Tempelhof,20000463,Host_463,f,Tempelhof,Entire home/apt,118,1,82,3.94,272,52.46687345616708,13.382183713726404,1,t
10000493,Charming Entire home/apt in Neukölln,20000442,Host_442,f,Neukölln,Entire home/apt,71,5,23,4.3,327,52.47220499527732,13.452353705360446,1,f
10000494,Charming Entire home/apt in Steglitz,20000467,Host_467,f,Steglitz,Entire home/apt,82,1,11,4.21,28,52.46367855888138,13.330896081770543,1,t
10000495,Charming Private room in Friedrichshain,20000130,Host_130,f,Friedrichshain,Private room,75,2,15,3.92,138,52.521855897462984,13.451875271209849,2,t
10000496,Charming Entire home/apt in Wedding,20000050,Host_50,t,Wedding,Entire home/apt,91,1,2,4.67,294,52.55541026094894,13.362233152058765,1,f
10000497,Charming Entire home/apt in Neukölln,20000015,Host_15,t,Neukölln,Entire home/apt,121,5,2,4.78,120,52.48916496023894,13.43481129904747,10,t
10000498,Charming Private room in Pankow,20000442,Host_442,f,Pankow,Private room,55,2,28,3.99,236,52.56355759728037,13.404463664454376,1,f
10000499,Charming Entire home/apt in Schöneberg,20000413,Host_413,f,Schöneberg,Entire home/apt,79,1,3,4.08,343,52.47959985314065,13.337066838060062,1,f
10000500,Charming Private room in Lichtenberg,20000290,Host_290,f,Lichtenberg,Private room,32,7,33,3.8,161,52.522745135027286,13.512039965317342,1,t
10000501,Charming Private room in Steglitz,20000116,Host_116,f,Steglitz,Private room,53,5,41,4.07,99,52.43794403684098,13.318966436582851,2,f
10000502,Charming Private room in Wedding,20000286,Host_286,f,Wedding,Private room,32,1,3,4.49,241,52.55390952835693,13.353325785543067,4,t
10000503,Charming Entire home/apt in Schöneberg,20000364,Host_364,f,Schöneberg,Entire home/apt,108,7,6,4.19,359,52.4803270657681,13.350263976746273,2,f
10000504,Charming Private room in Prenzlauer Berg,20000189,Host_189,f,Prenzlauer Berg,Private room,74,1,55,4.59,107,52.55733732832144,13.42627864689797,1,f
10000505,Charming Entire home/apt in Pankow,20000335,Host_335,f,Pankow,Entire home/apt,140,2,163,4.77,338,52.56627388643015,13.388603808567156,2,t
10000506,Charming Private room in Prenzlauer Berg,20000105,Host_105,f,Prenzlauer Berg,Private room,77,2,21,4.72,235,52.547915808951174,13.417390912618268,1,t
10000507,Charming Entire home/apt in Neukölln,20000444,Host_444,f,Neukölln,Entire home/apt,112,3,8,4.43,196,52.48588927239639,13.428155454512162,1,f
10000508,Charming Private room in Pankow,20000298,Host_298,f,Pankow,Private room,62,1,0,,175,52.55813024453669,13.417738269923305,1,f
10000509,Charming Entire home/apt in Pankow,20000049,Host_49,t,Pankow,Entire home/apt,123,3,15,4.81,307,52.54817707313828,13.387921197896562,1,t
10000510,Charming Private room in Charlottenburg,20000289,Host_289,f,Charlottenburg,Private room,83,1,2,4.27,9,52.51019876454907,13.289851454086833,1,t
10000511,Charming Entire home/apt in Tempelhof,20000395,Host_395,f,Tempelhof,Entire home/apt,75,1,18,4.64,252,52.449223755133794,13.375225106339132,1,t
10000512,Charming Entire home/apt in Neukölln,20000333,Host_333,f,Neukölln,Entire home/apt,81,30,31,4.58,102,52.47788652112887,13.45341705150177,1,t
10000513,Charming Private room in Wedding,20000055,Host_55,f,Wedding,Private room,45,1,21,4.06,140,52.52905250494281,13.39063266865802,1,t
10000514,Charming Private room in Pankow,20000444,Host_444,f,Pankow,Private room,49,7,85,4.03,332,52.581780757248524,13.402417634988941,1,f
10000515,Charming Private room in Lichtenberg,20000229,Host_229,f,Lichtenberg,Private room,50,2,168,4.09,118,52.542730613772946,13.526936029031576,1,t
10000516,Charming Entire home/apt in Mitte,20000465,Host_465,f,Mitte,Entire home/apt,155,5,40,4.77,113,52.51985313585608,13.377977455052378,3,t
10000517,Charming Private room in Pankow,20000019,Host_19,f,Pankow,Private room,38,1,67,4.24,72,52.57019461935125,13.372415049662948,1,f
10000518,Charming Private room in Prenzlauer Berg,20000096,Host_96,f,Prenzlauer Berg,Private room,52,1,30,3.91,209,52.53416488800667,13.434340590280476,1,f
10000519,Charming Entire home/apt in Neukölln,20000382,Host_382,f,Neukölln,Entire home/apt,68,2,38,4.22,313,52.47203027695901,13.44774377896807,1,f
10000520,Charming Shared room in Pankow,20000046,Host_46,f,Pankow,Shared room,31,1,28,4.73,112,52.57846295002091,13.437070099587793,1,f
10000521,Charming Private room in Tempelhof,20000312,Host_312,f,Tempelhof,Private room,67,2,75,4.84,354,52.45452006250331,13.397321986474767,2,t
10000522,Charming Private room in Lichtenberg,20000108,Host_108,f,Lichtenberg,Private room,45,2,49,4.48,359,52.52961939078508,13.484363136532256,1,t
10000523,Charming Private room in Charlottenburg,20000275,Host_275,f,Charlottenburg,Private room,67,2,43,4.46,137,52.51540105616248,13.272536406506076,1,t
10000524,Charming Entire home/apt in Charlottenburg,20000049,Host_49,f,Charlottenburg,Entire home/apt,149,7,32,4.88,279,52.51372661227467,13.3073252988738,1,t
10000525,Charming Private room in Steglitz,20000447,Host_447,f,Steglitz,Private room,58,3,24,4.06,30,52.45442942513955,13.323668747813771,1,f
10000526,Charming Entire home/apt in Friedrichshain,20000075,Host_75,f,Friedrichshain,Entire home/apt,88,30,0,,18,52.521321209472276,13.444658786599971,1,t
10000527,Charming Private room in Lichtenberg,20000229,Host_229,f,Lichtenberg,Private room,55,2,32,4.01,112,52.53105714222838,13.503329236552732,1,t
10000528,Charming Entire home/apt in Tempelhof,20000286,Host_286,f,Tempelhof,Entire home/apt,119,3,13,4.33,51,52.47442356700723,13.404094990463753,1,t
10000529,Charming Private room in Schöneberg,20000287,Host_287,f,Schöneberg,Private room,55,2,7,4.7,148,52.4844434323885,13.36461643614879,1,t
10000530,Charming Entire home/apt in Schöneberg,20000089,Host_89,f,Schöneberg,Entire home/apt,107,2,74,4.84,78,52.486700543414464,13.35369758028173,3,f
10000531,Charming Entire home/apt in Lichtenberg,20000150,Host_150,f,Lichtenberg,Entire home/apt,79,1,41,4.48,93,52.522513371667436,13.521593866595044,1,f
10000532,Charming Entire home/apt in Lichtenberg,20000012,Host_12,f,Lichtenberg,Entire home/apt,80,3,25,3.93,362,52.54230129335754,13.543058638638865,2,f
10000533,Charming Entire home/apt in Schöneberg,20000460,Host_460,f,Schöneberg,Entire home/apt,131,2,38,4.45,78,52.48407179743806,13.338708384097584,1,f
10000534,Charming Private room in Neukölln,20000176,Host_176,f,Neukölln,Private room,37,3,41,4.41,38,52.51035657902328,13.418900079516657,1,f
10000535,Charming Entire home/apt in Prenzlauer Berg,20000287,Host_287,f,Prenzlauer Berg,Entire home/apt,130,2,8,4.46,197,52.563031938466516,13.408389114148386,3,t
10000536,Charming Private room in Steglitz,20000271,Host_271,f,Steglitz,Private room,34,5,13,4.0,359,52.460898375932,13.331516541665218,1,f
10000537,Charming Entire home/apt in Wedding,20000327,Host_327,f,Wedding,Entire home/apt,97,1,55,4.14,323,52.55445238137185,13.385080703230065,1,f
10000538,Charming Entire home/apt in Mitte,20000082,Host_82,f,Mitte,Entire home/apt,197,2,32,4.38,25,52.528747440830315,13.410144452986666,1,t
10000539,Charming Entire home/apt in Kreuzberg,20000321,Host_321,f,Kreuzberg,Entire home/apt,123,1,40,4.03,137,52.498732413735276,13.386166458095373,2,t
10000540,Charming Entire home/apt in Wedding,20000431,Host_431,f,Wedding,Entire home/apt,97,1,29,4.62,307,52.558327173745006,13.378365725051763,1,t
10000541,Charming Entire home/apt in Tempelhof,20000110,Host_110,f,Tempelhof,Entire home/apt,91,2,20,4.04,361,52.454818571221615,13.373621019509137,2,t
10000542,Charming Private room in Schöneberg,20000211,Host_211,f,Schöneberg,Private room,74,3,1,4.43,213,52.506353915894174,13.337788727159683,1,t
